Kamil Lebkowski,Yoshihiro Koyama,KO,Punch,Minoru Toyonaga,1,4:15,/fighter/Kamil-Lebkowski-81674,/fighter/Yoshihiro-Koyama-13391,0016-03-12T00:00:00.000-05:17:32,WSOF,WSOF-GC 2,World Series of Fighting Global Championship: Japan 1,"Tokyo Dome City Hall, Tokyo, Japan",http://www.sherdog.com/events/WSOFGC-2-World-Series-of-Fighting-Global-Championship-Japan-1-48941
Arnold Quero,Taichi Nakajima,Decision,Unanimous,Masato Fukuda,3,5:00,/fighter/Arnold-Quero-81736,/fighter/Taichi-Nakajima-84217,0016-03-12T00:00:00.000-05:17:32,WSOF,WSOF-GC 2,World Series of Fighting Global Championship: Japan 1,"Tokyo Dome City Hall, Tokyo, Japan",http://www.sherdog.com/events/WSOFGC-2-World-Series-of-Fighting-Global-Championship-Japan-1-48941
Jarred Brooks,Junji Ito,KO,Elbows,Masato Fukuda,2,3:29,/fighter/Jarred-Brooks-174665,/fighter/Junji-Ito-23226,0016-03-12T00:00:00.000-05:17:32,WSOF,WSOF-GC 2,World Series of Fighting Global Championship: Japan 1,"Tokyo Dome City Hall, Tokyo, Japan",http://www.sherdog.com/events/WSOFGC-2-World-Series-of-Fighting-Global-Championship-Japan-1-48941
Anna Bezhenar,May Ooi,Decision,Unanimous,Masato Fukuda,3,5:00,/fighter/Anna-Bezhenar-123859,/fighter/May-Ooi-154089,0016-03-12T00:00:00.000-05:17:32,WSOF,WSOF-GC 2,World Series of Fighting Global Championship: Japan 1,"Tokyo Dome City Hall, Tokyo, Japan",http://www.sherdog.com/events/WSOFGC-2-World-Series-of-Fighting-Global-Championship-Japan-1-48941
Stephen Thompson,Johny Hendricks,TKO,Punches,John McCarthy,1,3:31,/fighter/Stephen-Thompson-59608,/fighter/Johny-Hendricks-24539,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Roy Nelson,Jared Rosholt,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Roy-Nelson-10249,/fighter/Jared-Rosholt-76763,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Ovince St. Preux,Rafael Cavalcante,Decision,Unanimous,Yves Lavigne,3,5:00,/fighter/Ovince-St-Preux-38842,/fighter/Rafael-Cavalcante-16161,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Joseph Benavidez,Zach Makovsky,Decision,Unanimous,John McCarthy,3,5:00,/fighter/Joseph-Benavidez-15008,/fighter/Zach-Makovsky-20522,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Misha Cirkunov,Alex Nicholson,Submission,Neck Crank,Herb Dean,2,1:28,/fighter/Misha-Cirkunov-59197,/fighter/Alex-Nicholson-121077,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Mike Pyle,Sean Spencer,TKO,Elbows and Knees,Yves Lavigne,3,4:25,/fighter/Mike-Pyle-4577,/fighter/Sean-Spencer-60908,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Joshua Burkman,K.J. Noons,Decision,Unanimous,John McCarthy,3,5:00,/fighter/Joshua-Burkman-10003,/fighter/KJ-Noons-6727,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Derrick Lewis,Damian Grabowski,TKO,Punches,Mark Smith,1,2:17,/fighter/Derrick-Lewis-59284,/fighter/Damian-Grabowski-30320,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Justin Scoggins,Ray Borg,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Justin-Scoggins-71120,/fighter/Ray-Borg-84752,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Diego Rivas,Noad Lahat,KO,Flying Knee,Mark Smith,2,0:23,/fighter/Diego-Rivas-81835,/fighter/Noad-Lahat-35732,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Mickey Gall,Mike Jackson,Submission,Rear-Naked Choke,Yves Lavigne,1,0:45,/fighter/Mickey-Gall-160145,/fighter/Mike-Jackson-63272,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Alex White,Artem Lobov,Decision,Unanimous,Mark Smith,3,5:00,/fighter/Alex-White-55954,/fighter/Artem-Lobov-73700,0016-03-02T00:00:00.000-05:17:32,UFC,UFC Fight Night 82,Hendricks vs. Thompson,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-Fight-Night-82-Hendricks-vs-Thompson-47929
Cory Hendricks,Khalil Rountree,Submission,Rear-Naked Choke,Herb Dean,1,2:34,/fighter/Cory-Hendricks-87323,/fighter/Khalil-Rountree-77674,0016-01-22T00:00:00.000-05:17:32,UFC,UFC,"The Ultimate Fighter Season 23 Quarterfinals, Day 1","UFC Training Center, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-Season-23-Quarterfinals-Day-1-53905
Tatiana Suarez,J.J. Aldrich,Submission,Rear-Naked Choke,Jason Herzog,2,3:14,/fighter/Tatiana-Suarez-161107,/fighter/JJ-Aldrich-75565,0016-01-22T00:00:00.000-05:17:32,UFC,UFC,"The Ultimate Fighter Season 23 Quarterfinals, Day 1","UFC Training Center, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-The-Ultimate-Fighter-Season-23-Quarterfinals-Day-1-53905
Anthony Johnson,Ryan Bader,KO,Punches,Keith Peterson,1,1:26,/fighter/Anthony-Johnson-17662,/fighter/Ryan-Bader-22858,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Ben Rothwell,Josh Barnett,Submission,Guillotine Choke,Gary Copeland,2,3:48,/fighter/Ben-Rothwell-2262,/fighter/Josh-Barnett-272,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Jimmie Rivera,Iuri Alcantara,Decision,Unanimous,Liam Kerrigan,3,5:00,/fighter/Jimmie-Rivera-40954,/fighter/Iuri-Alcantara-16129,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Bryan Barberena,Sage Northcutt,Submission,Arm-Triangle Choke,Keith Peterson,2,3:06,/fighter/Bryan-Barberena-51471,/fighter/Sage-Northcutt-130911,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Tarec Saffiedine,Jake Ellenberger,Decision,Unanimous,Gasper Oliver,3,5:00,/fighter/Tarec-Saffiedine-21912,/fighter/Jake-Ellenberger-13068,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Carlos Diego Ferreira,Olivier Aubin-Mercier,Decision,Unanimous,Vitor Ribeiro,3,5:00,/fighter/Carlos-Diego-Ferreira-26358,/fighter/Olivier-AubinMercier-86241,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Rafael Natal,Kevin Casey,TKO,Punches,Gary Copeland,3,3:37,/fighter/Rafael-Natal-13968,/fighter/Kevin-Casey-24121,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Wilson Reis,Dustin Ortiz,Decision,Unanimous,Vitor Ribeiro,3,5:00,/fighter/Wilson-Reis-23401,/fighter/Dustin-Ortiz-58097,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Alexander Yakovlev,George Sullivan,KO,Punch,Gasper Oliver,1,3:59,/fighter/Alexander-Yakovlev-10846,/fighter/George-Sullivan-15148,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Alex Caceres,Masio Fullen,Decision,Unanimous,Gary Copeland,3,5:00,/fighter/Alex-Caceres-41586,/fighter/Masio-Fullen-40356,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Randy Brown,Matt Dwyer,Decision,Unanimous,Liam Kerrigan,3,5:00,/fighter/Randy-Brown-115641,/fighter/Matt-Dwyer-53933,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Tony Martin,Felipe Olivieri,Technical Submission,Rear-Naked Choke,Liam Kerrigan,3,3:02,/fighter/Tony-Martin-80436,/fighter/Felipe-Olivieri-28181,0016-10-28T00:00:00.000-05:17:32,UFC,UFC on Fox 18,Johnson vs. Bader,"Prudential Center, Newark, New Jersey, United States",http://www.sherdog.com/events/UFC-on-Fox-18-Johnson-vs-Bader-47933
Josh San Diego,Paul Ruiz,Decision,Unanimous,John McCarthy,3,5:00,/fighter/Josh-San-Diego-91551,/fighter/Paul-Ruiz-62183,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Jermaine McDermott,Eric Huggins,Submission,Kimura,Jason McCoy,1,1:53,/fighter/Jermaine-McDermott-129473,/fighter/Eric-Huggins-116055,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Te Edwards,Nick Bustamante,KO,Punch,Mike Beltran,1,0:43,/fighter/Te-Edwards-156303,/fighter/Nick-Bustamante-72288,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Matt Perez,Eugene Cancino,Decision,Split,Jason McCoy,3,5:00,/fighter/Matt-Perez-112105,/fighter/Eugene-Cancino-155931,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Paul Daley,Andy Uhrich,KO,Punch,John McCarthy,1,2:00,/fighter/Paul-Daley-4270,/fighter/Andy-Uhrich-25525,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Paul Bradley,Chris Honeycutt,TKO,Punches,Mike Beltran,1,0:40,/fighter/Paul-Bradley-19726,/fighter/Chris-Honeycutt-124263,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Patricky Freire,Ryan Couture,KO,Punch,John McCarthy,1,3:00,/fighter/Patricky-Freire-38544,/fighter/Ryan-Couture-51228,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Tony Johnson,Raphael Butler,TKO,Punches,Mike Beltran,3,4:24,/fighter/Tony-Johnson-41069,/fighter/Raphael-Butler-78613,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Justin Smitley,Art Arciniega,Decision,Unanimous,Mike Beltran,3,5:00,/fighter/Justin-Smitley-16995,/fighter/Art-Arciniega-14385,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Ilima-Lei Macfarlane,Amber Tackett,Submission,Armbar,John McCarthy,1,2:09,/fighter/IlimaLei-Macfarlane-162961,/fighter/Amber-Tackett-38966,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Carl Seumanutafa,Javy Ayala,TKO,Punches,Mike Beltran,2,3:46,/fighter/Carl-Seumanutafa-22460,/fighter/Javy-Ayala-75470,0016-10-18T00:00:00.000-05:17:32,Bellator,Bellator 148,Daley vs. Uhrich,"Save Mart Center, Fresno, California, United States",http://www.sherdog.com/events/Bellator-148-Daley-vs-Uhrich-49005
Luiz Firmino,Caros Fodor,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Luiz-Firmino-1978,/fighter/Caros-Fodor-45430,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Shamil Gamzatov,Teddy Holder,TKO,Punches,Herb Dean,1,2:32,/fighter/Shamil-Gamzatov-136875,/fighter/Teddy-Holder-93385,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Bryce Mitchell,Jorge Medina,Submission,Rear-Naked Choke,Herb Dean,1,1:02,/fighter/Bryce-Mitchell-151837,/fighter/Jorge-Medina-121593,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Jaleel Willis,Chauncey Foxworth,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Jaleel-Willis-146637,/fighter/Chauncey-Foxworth-176217,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Wade Johnson,Justin Hartley,Decision,Split,Herb Dean,3,5:00,/fighter/Wade-Johnson-42933,/fighter/Justin-Hartley-138009,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Jason Williams,Zach Underwood,TKO,Knee Injury,Herb Dean,1,1:28,/fighter/Jason-Williams-10595,/fighter/Zach-Underwood-46273,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Alvin Williams,Wes Sharp,KO,Head Kick,Herb Dean,1,0:30,/fighter/Alvin-Williams-148205,/fighter/Wes-Sharp-175857,0016-08-19T00:00:00.000-05:17:32,WSOF,WSOF 27,Firmino vs. Fodor,"FedEx Forum, Memphis, Tennessee, United States",http://www.sherdog.com/events/WSOF-27-Firmino-vs-Fodor-49605
Dominick Cruz,T.J. Dillashaw,Decision,Split,Herb Dean,5,5:00,/fighter/Dominick-Cruz-12107,/fighter/TJ-Dillashaw-62507,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Eddie Alvarez,Anthony Pettis,Decision,Split,Kevin MacDonald,3,5:00,/fighter/Eddie-Alvarez-9265,/fighter/Anthony-Pettis-26627,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Travis Browne,Matt Mitrione,TKO,Punches,Gary Forman,3,4:09,/fighter/Travis-Browne-16785,/fighter/Matt-Mitrione-49519,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Francisco Trinaldo,Ross Pearson,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Francisco-Trinaldo-31103,/fighter/Ross-Pearson-11884,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Patrick Cote,Ben Saunders,TKO,Punches,Steve Rita,2,1:14,/fighter/Patrick-Cote-6612,/fighter/Ben-Saunders-10339,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Ed Herman,Tim Boetsch,KO,Knee,Kevin MacDonald,2,1:39,/fighter/Ed-Herman-6561,/fighter/Tim-Boetsch-19544,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Chris Wade,Mehdi Baghdad,Submission,Rear-Naked Choke,Gary Forman,1,4:30,/fighter/Chris-Wade-79335,/fighter/Mehdi-Baghdad-41993,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Luke Sanders,Maximo Blanco,Submission,Rear-Naked Choke,Herb Dean,1,3:38,/fighter/Luke-Sanders-74975,/fighter/Maximo-Blanco-36618,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Paul Felder,Daron Cruickshank,Submission,Rear-Naked Choke,Steve Rita,3,3:56,/fighter/Paul-Felder-68205,/fighter/Daron-Cruickshank-53717,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Ilir Latifi,Sean O'Connell,TKO,Punches,Kevin MacDonald,1,0:30,/fighter/Ilir-Latifi-40207,/fighter/Sean-OConnell-33156,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Charles Rosa,Kyle Bochniak,Decision,Unanimous,Gary Forman,3,5:00,/fighter/Charles-Rosa-71116,/fighter/Kyle-Bochniak-86246,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Rob Font,Joey Gomez,TKO,Punches,Herb Dean,2,4:13,/fighter/Rob-Font-76100,/fighter/Joey-Gomez-64975,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Francimar Barroso,Elvis Mutapcic,Decision,Unanimous,Steve Rita,3,5:00,/fighter/Francimar-Barroso-14702,/fighter/Elvis-Mutapcic-28038,0016-06-20T00:00:00.000-05:17:32,UFC,UFC Fight Night 81,Dillashaw vs. Cruz,"TD Garden, Boston, Massachusetts, United States",http://www.sherdog.com/events/UFC-Fight-Night-81-Dillashaw-vs-Cruz-47783
Robbie Lawler,Carlos Condit,Decision,Split,John McCarthy,5,5:00,/fighter/Robbie-Lawler-2245,/fighter/Carlos-Condit-6765,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Stipe Miocic,Andrei Arlovski,TKO,Punches,Herb Dean,1,0:54,/fighter/Stipe-Miocic-39537,/fighter/Andrei-Arlovski-270,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Albert Tumenov,Lorenz Larkin,Decision,Split,Mario Yamasaki,3,5:00,/fighter/Albert-Tumenov-60198,/fighter/Lorenz-Larkin-51345,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Brian Ortega,Diego Brandao,Submission,Triangle Choke,John McCarthy,3,1:37,/fighter/Brian-Ortega-65310,/fighter/Diego-Brandao-25097,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Abel Trujillo,Tony Sims,Submission,Guillotine Choke,Herb Dean,1,3:18,/fighter/Abel-Trujillo-17129,/fighter/Tony-Sims-30021,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Michael McDonald,Masanori Kanehara,Submission,Rear-Naked Choke,Mario Yamasaki,2,2:09,/fighter/Michael-McDonald-30297,/fighter/Masanori-Kanehara-13767,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Alex Morono,Kyle Noke,Decision,Split,John McCarthy,3,5:00,/fighter/Alex-Morono-64894,/fighter/Kyle-Noke-7632,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Justine Kish,Nina Ansaroff,Decision,Unanimous,Chris Tognoni,3,5:00,/fighter/Justine-Kish-67098,/fighter/Nina-Ansaroff-69632,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Drew Dober,Scott Holtzman,Decision,Unanimous,Herb Dean,3,5:00,/fighter/Drew-Dober-23982,/fighter/Scott-Holtzman-78210,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Dustin Poirier,Joseph Duffy,Decision,Unanimous,Chris Tognoni,3,5:00,/fighter/Dustin-Poirier-50529,/fighter/Joseph-Duffy-17052,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Michinori Tanaka,Joe Soto,Decision,Split,Mario Yamasaki,3,5:00,/fighter/Michinori-Tanaka-71942,/fighter/Joe-Soto-17004,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Sheldon Westcott,Edgar Garcia,TKO,Punches,Chris Tognoni,1,3:12,/fighter/Sheldon-Westcott-23648,/fighter/Edgar-Garcia-23108,0016-01-22T00:00:00.000-05:17:32,UFC,UFC 195,Lawler vs. Condit,"MGM Grand Garden Arena, Las Vegas, Nevada, United States",http://www.sherdog.com/events/UFC-195-Lawler-vs-Condit-47465
Muhammed Lawal,Jiri Prochazka,KO,Punch,John McCarthy,1,5:09,/fighter/Muhammed-Lawal-29858,/fighter/Jiri-Prochazka-97529,0015-11-08T00:00:00.000-05:17:32,Rizin,Rizin FF,Iza no Mai,"Saitama Super Arena, Saitama, Japan",http://www.sherdog.com/events/Rizin-FF-Iza-no-Mai-48359
