http://www.sherdog.com/fighter/Brandon-Thatch-22298,Brandon Thatch,1985-07-11T00:00:00.000-04:00,74,170,Elevation Fight Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alex-Oliveira-110143,Alex Oliveira,1988-02-21T00:00:00.000-05:00,71,170,Tata Fight Team ATS Team,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Tim-Means-11281,Tim Means,1984-02-20T00:00:00.000-05:00,74,170,Fit NHB,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Muhammed-Lawal-29858,Muhammed Lawal,1981-01-11T00:00:00.000-05:00,72,205,American Top Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Tsuyoshi-Kosaka-190,Tsuyoshi Kosaka,1970-03-06T00:00:00.000-05:00,71,225,Alliance-Square,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Heath-Herring-13,Heath Herring,1978-03-02T00:00:00.000-05:00,76,250,Las Vegas Combat Club,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Szymon-Bajor-64534,Szymon Bajor,1988-06-15T00:00:00.000-04:00,73,230,Spartakus Rzeszow,Poland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Rin-Nakai-18887,Rin Nakai,1986-10-22T00:00:00.000-04:00,61,125,Pancrase Venus,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kanako-Murata-219081,Kanako Murata,1993-08-10T00:00:00.000-04:00,61,125,Independent,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Nikita-Sapun-239503,Nikita Sapun,,0,125,Octagon Kiev,Ukraine,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kazuyuki-Miyata-11707,Kazuyuki Miyata,1976-01-29T00:00:00.000-05:00,67,143,Brave,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Andy-Souwer-9655,Andy Souwer,1982-11-09T00:00:00.000-05:00,70,150,Team Souwer,Netherlands,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Yuki-Motoya-66241,Yuki Motoya,1989-09-14T00:00:00.000-04:00,67,135,CB Impact,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Allan-Nascimento-87857,Allan Nascimento,1991-09-11T00:00:00.000-04:00,69,125,Chute Boxe Diego Lima Macaco Gold Team,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Tatsumitsu-Wada-28152,Tatsumitsu Wada,1988-11-16T00:00:00.000-05:00,67,125,Yoshida Dojo,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kai-KaraFrance-73692,Kai Kara-France,1993-03-26T00:00:00.000-05:00,65,125,Tiger Muay Thai,New Zealand,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Yusuke-Yachi-44738,Yusuke Yachi,1990-05-13T00:00:00.000-04:00,69,144,Krazy Bee,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Mario-Sismundo-87309,Mario Sismundo,,0,150,,Philippines,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alyssa-Garcia-154823,Alyssa Garcia,1993-12-08T00:00:00.000-05:00,61,106,Tillis BJJ,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kanna-Asakura-176903,Kanna Asakura,1997-10-12T00:00:00.000-04:00,62,105,Paraestra Matsudo,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Vadim-Nemkov-143059,Vadim Nemkov,1992-06-20T00:00:00.000-04:00,72,205,Alexander Nevsky Club,Russia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alison-Vicente-50129,Alison Vicente,1987-03-06T00:00:00.000-05:00,75,235,Chute Boxe,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Satoru-Kitaoka-1756,Satoru Kitaoka,1980-02-04T00:00:00.000-05:00,66,155,Lotus Setagaya Pancrase Yokohama,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Daron-Cruickshank-53717,Daron Cruickshank,1985-06-11T00:00:00.000-04:00,68,155,Michigan Top Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Michelle-Waterson-23091,Michelle Waterson,1986-01-06T00:00:00.000-05:00,63,105,Jackson-Wink MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Paige-VanZant-99019,Paige VanZant,1994-03-26T00:00:00.000-05:00,64,115,Team Alpha Male,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Mickey-Gall-160145,Mickey Gall,1992-01-22T00:00:00.000-05:00,71,170,Miller Brothers MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Sage-Northcutt-130911,Sage Northcutt,1996-03-01T00:00:00.000-05:00,72,156,Gracie Barra Katy,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Urijah-Faber-8847,Urijah Faber,1979-05-14T00:00:00.000-04:00,66,135,Team Alpha Male,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Brad-Pickett-11743,Brad Pickett,1978-09-24T00:00:00.000-04:00,66,125,American Top Team Team Titan,England,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alan-Jouban-65878,Alan Jouban,1982-11-25T00:00:00.000-05:00,72,171,Black House 10th Planet Jiu-Jitsu,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Mike-Perry-176179,Mike Perry,1991-09-15T00:00:00.000-04:00,70,170,Team Sparta,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Paul-Craig-110167,Paul Craig,,76,205,Scottish Hit Squad,Scotland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Luis-Henrique-da-Silva-175493,Luis Henrique da Silva,1989-09-01T00:00:00.000-04:00,72,205,Hard Fight Elite Combat,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Mizuto-Hirota-12078,Mizuto Hirota,1981-05-05T00:00:00.000-04:00,67,145,Cave,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Cole-Miller-13133,Cole Miller,1984-04-26T00:00:00.000-05:00,73,145,American Top Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Colby-Covington-57269,Colby Covington,1988-02-22T00:00:00.000-05:00,71,169,American Top Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Bryan-Barberena-51471,Bryan Barberena,1989-05-03T00:00:00.000-04:00,72,155,MMA Lab,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alex-Morono-64894,Alex Morono,1990-08-16T00:00:00.000-04:00,71,170,Gracie Barra Woodlands,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/James-Moontasri-36889,James Moontasri,1988-04-10T00:00:00.000-04:00,70,170,Black House,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Josh-Emmett-85885,Josh Emmett,1985-03-04T00:00:00.000-05:00,67,155,Team Alpha Male,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Scott-Holtzman-78210,Scott Holtzman,1983-09-30T00:00:00.000-04:00,69,155,Shield Systems MMA Lab,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Leslie-Smith-46542,Leslie Smith,1982-08-17T00:00:00.000-04:00,69,135,Cesar Gracie Fight Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Irene-Aldana-148377,Irene Aldana,1988-03-26T00:00:00.000-05:00,69,135,Lobo Gym,Mexico,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Eddie-Wineland-4173,Eddie Wineland,1984-06-26T00:00:00.000-04:00,68,135,Duneland Vale Tudo,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Takeya-Mizugaki-12074,Takeya Mizugaki,1983-12-16T00:00:00.000-05:00,67,135,Hakkei Gym,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Hector-Sandoval-35409,Hector Sandoval,1986-07-19T00:00:00.000-04:00,62,125,Team Alpha Male,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Fredy-Serrano-112413,Fredy Serrano,1979-09-22T00:00:00.000-04:00,62,125,Octagon MMA Colombia,Colombia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Sultan-Aliev-89761,Sultan Aliev,1984-09-17T00:00:00.000-04:00,72,170,American Top Team,Russia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Bojan-Velickovic-76620,Bojan Velickovic,1988-12-18T00:00:00.000-05:00,72,170,Elevation Fight Team,Serbia,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Satoshi-Ishii-41887,Satoshi Ishii,1986-12-19T00:00:00.000-05:00,71,240,Independent,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/James-Gallagher-77588,James Gallagher,1996-10-24T00:00:00.000-04:00,69,145,SBG Ireland,Ireland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Anthony-Taylor-173233,Anthony Taylor,,67,145,Beastmode MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Sinead-Kavanagh-162541,Sinead Kavanagh,,66,145,SBG Ireland,Ireland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Elina-Kallionidou-186033,Elina Kallionidou,1998-11-18T00:00:00.000-05:00,65,145,Pit Bull Preveza,Greece,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Daniel-Weichel-4541,Daniel Weichel,1984-11-22T00:00:00.000-05:00,70,145,Team MMA Spirit,Germany,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Brian-Moore-64364,Brian Moore,1987-08-13T00:00:00.000-04:00,68,145,SBG Ireland,Ireland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Cameron-Else-66351,Cameron Else,,68,131,Silverbacks MMA,England,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Dylan-Tuke-94241,Dylan Tuke,,0,145,SBG Ireland,Ireland,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Alessio-Sakara-5366,Alessio Sakara,1981-09-02T00:00:00.000-04:00,73,185,American Top Team,Italy,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Joey-Beltran-21219,Joey Beltran,1981-12-09T00:00:00.000-05:00,73,205,Blackline Alliance MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Goiti-Yamauchi-48629,Goiti Yamauchi,1993-01-05T00:00:00.000-05:00,70,155,Yamauchi Team,Japan,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Valeriu-Mircea-196397,Valeriu Mircea,1993-10-05T00:00:00.000-04:00,69,155,Advanced Fight Team,"Moldova, Republic of",2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Ed-Ruth-197807,Ed Ruth,1990-10-21T00:00:00.000-04:00,71,185,American Kickboxing Academy,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Emanuele-Palombi-199703,Emanuele Palombi,1986-04-22T00:00:00.000-05:00,71,185,Kombat Gym Pordenone,Italy,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kleber-Raimundo-Silva-33225,Kleber Raimundo Silva,1987-12-21T00:00:00.000-05:00,73,205,Nordeste Jiu-Jitsu,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Philipe-Lins-61438,Philipe Lins,1985-08-17T00:00:00.000-04:00,73,205,Kimura Nova Uniao,Brazil,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/John-Salter-44683,John Salter,1985-03-21T00:00:00.000-05:00,73,185,Dethrone Base Camp,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Claudio-Annicchiarico-220889,Claudio Annicchiarico,,74,185,,Italy,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Max-Holloway-38671,Max Holloway,1991-12-04T00:00:00.000-05:00,71,145,Gracie Technics Hawaii Elite MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Anthony-Pettis-26627,Anthony Pettis,1987-01-27T00:00:00.000-05:00,69,155,Roufusport,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Donald-Cerrone-15105,Donald Cerrone,1983-03-29T00:00:00.000-05:00,71,155,Jackson-Wink MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Matt-Brown-14310,Matt Brown,1981-01-10T00:00:00.000-05:00,72,170,Elevation Fight Team,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Cub-Swanson-11002,Cub Swanson,1983-11-02T00:00:00.000-05:00,67,145,Jackson-Wink MMA,United States,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Doo-Ho-Choi-56689,Doo Ho Choi,1991-04-10T00:00:00.000-04:00,69,145,Busan Team MAD,South Korea,2017-01-04T20:21:21.176-05:00
http://www.sherdog.com/fighter/Kelvin-Gastelum-74700,Kelvin Gastelum,1991-10-24T00:00:00.000-04:00,69,170,Yuma United Mixed Martial Arts,United States,2017-01-04T20:21:21.176-05:00
